employee_id,employee_name,age,gender,department,job_role,education,location,hire_date,years_at_company,manager_id,attendance_date,attendance_status,check_in,check_out,late_minutes,working_hours,gps_checkin,face_recognition,biometric_status,qr_checkin,shift_type,overtime_hours,shift_swap_requested,leave_type,leave_days_taken,leave_balance,leave_approval,timesheet_hours,project_hours,billable_hours,basic_salary,bonus,deduction,net_salary,kpi_score,goal_completion_percent,productivity_score,performance_rating,training_hours,skill,skill_gap_score,engagement_score,sentiment,attrition_status,attrition_risk_score,absenteeism_risk,workforce_forecast_need,manager_alert,hr_alert,work_anniversary,birthday_month
EMP00118,Employee_118,54,Male,Operations,Coordinator,Bachelor,Bhubaneswar,2021-02-04,17,MGR037,2026-08-01,Present,09:35,20:22,0,8.0,Yes,Verified,Success,Yes,Night,4.8,Yes,Earned,11,29,Pending,7.7,5.0,4.4,78143,19204,3281,94066,56,75,54,5,64,Java,43,100,Positive,No,75,32,High,Leave,Attrition,2026-02-04,7
EMP01607,Employee_1607,53,Male,Sales,Analyst,Master,Hyderabad,2018-10-23,18,MGR079,2026-08-01,Absent,09:35,19:28,0,8.8,Yes,Failed,Success,Yes,Night,4.7,Yes,Sick,20,22,Approved,7.2,6.2,3.1,125975,3472,2189,127258,79,62,75,5,11,Python,37,98,Positive,No,81,54,Medium,Late,Compliance,2026-10-23,6
EMP00674,Employee_674,26,Male,Finance,Analyst,Bachelor,Bhubaneswar,2024-05-16,3,MGR043,2026-08-01,Present,08:07,19:22,0,9.4,Yes,Failed,Failed,Yes,Night,2.7,Yes,,3,6,Rejected,8.2,6.3,6.5,44080,8570,6055,46595,97,42,68,3,32,SQL,7,58,Positive,No,44,30,Low,Leave,Attrition,2026-05-16,7
EMP00250,Employee_250,56,Female,Sales,Specialist,MBA,Bangalore,2023-12-21,5,MGR001,2026-08-01,Present,10:13,20:44,62,7.0,Yes,Failed,Success,Yes,Night,4.3,No,Sick,5,27,Approved,6.9,5.1,2.7,123399,16688,6293,133794,64,42,84,5,30,Java,5,80,Positive,No,45,17,Medium,,Compliance,2026-12-21,4
EMP01453,Employee_1453,46,Male,IT,Coordinator,B.Tech,Bhubaneswar,2018-03-23,11,MGR020,2026-08-01,Present,09:17,18:42,0,9.9,Yes,Verified,Failed,Yes,Evening,3.9,No,Earned,4,28,Pending,7.1,5.7,4.8,142926,11149,255,153820,99,80,92,4,32,HRMS,78,94,Positive,No,45,21,High,Leave,,2026-03-23,1
EMP01995,Employee_1995,30,Male,Support,Coordinator,Master,Bangalore,2020-01-06,16,MGR064,2026-08-01,Absent,09:48,18:28,0,9.8,Yes,Failed,Success,Yes,Night,5.3,Yes,Earned,15,16,Rejected,8.6,4.9,2.9,91979,1242,934,92287,58,63,92,4,7,SQL,100,63,Negative,No,56,57,Low,Late,Compliance,2026-01-06,3
EMP00095,Employee_95,24,Male,Sales,Engineer,MCA,Bhubaneswar,2021-06-11,12,MGR068,2026-08-01,Present,09:03,18:08,0,10.0,Yes,Verified,Success,Yes,Night,3.4,No,Casual,8,10,Rejected,6.5,4.3,4.0,85786,3859,7709,81936,61,60,90,4,7,Python,57,57,Positive,No,31,73,Low,Performance,,2026-06-11,3
EMP00034,Employee_34,43,Female,HR,Manager,MCA,Pune,2022-12-16,16,MGR040,2026-08-01,Present,09:25,20:03,0,7.0,Yes,Verified,Success,Yes,Morning,1.1,No,Sick,8,10,Approved,6.0,7.0,3.1,123951,16788,1864,138875,74,74,95,3,29,AWS,9,65,Negative,No,15,55,Low,Performance,,2026-12-16,6
EMP01464,Employee_1464,32,Female,Sales,Specialist,MCA,Pune,2020-07-06,10,MGR058,2026-08-01,Present,10:15,20:52,67,8.6,Yes,Verified,Success,Yes,Evening,0.0,Yes,Sick,8,4,Approved,8.9,8.0,7.6,126230,9257,1529,133958,58,44,65,5,27,Python,81,61,Negative,No,66,87,High,Late,,2026-07-06,3
EMP01668,Employee_1668,41,Female,Marketing,Engineer,MBA,Bhubaneswar,2022-08-18,0,MGR070,2026-08-01,Present,09:22,18:57,0,8.8,Yes,Verified,Failed,Yes,Morning,4.6,No,Sick,6,28,Pending,6.3,7.6,7.9,100583,1086,595,101074,52,48,96,5,77,Java,22,86,Positive,No,15,85,High,Leave,Payroll,2026-08-18,1
EMP00449,Employee_449,30,Female,Support,Coordinator,Master,Pune,2020-01-17,14,MGR057,2026-08-01,Present,08:18,20:26,0,7.4,Yes,Verified,Success,Yes,Evening,2.7,Yes,Sick,16,9,Approved,8.8,4.3,3.3,75570,19216,8038,86748,61,85,84,5,13,Power BI,24,93,Positive,No,26,25,High,Late,,2026-01-17,11
EMP00717,Employee_717,37,Male,IT,Manager,Master,Hyderabad,2021-10-19,19,MGR056,2026-08-01,Present,08:20,18:56,0,9.9,Yes,Verified,Success,Yes,Morning,0.7,No,Earned,0,13,Rejected,7.7,7.8,4.9,75378,16102,4792,86688,69,42,58,2,33,Power BI,71,67,Positive,No,70,89,High,Late,Payroll,2026-10-19,8
EMP01810,Employee_1810,25,Female,HR,Coordinator,MCA,Chennai,2020-03-16,0,MGR059,2026-08-01,Present,09:56,20:14,0,7.6,Yes,Verified,Failed,Yes,Morning,0.1,No,,11,9,Rejected,8.5,5.2,3.6,147192,1173,8489,139876,99,93,72,5,46,SAP,44,97,Positive,No,18,7,Low,Late,Attrition,2026-03-16,7
EMP01518,Employee_1518,35,Male,Support,Executive,MCA,Bhubaneswar,2021-02-06,18,MGR033,2026-08-01,Present,09:30,18:29,0,8.9,Yes,Failed,Failed,Yes,Night,5.8,No,Sick,14,8,Pending,7.8,4.5,4.1,144360,6439,660,150139,52,46,71,5,33,Power BI,56,89,Positive,No,51,42,Medium,Late,,2026-02-06,12
EMP00001,Employee_1,58,Female,HR,Analyst,Bachelor,Bangalore,2019-04-02,7,MGR065,2026-08-01,Present,08:35,18:45,0,8.9,Yes,Failed,Success,Yes,Morning,2.9,No,Sick,4,25,Approved,8.3,4.6,4.5,113696,17870,1424,130142,67,49,63,2,43,SQL,11,64,Positive,No,55,44,High,Leave,,2026-04-02,12
EMP01376,Employee_1376,42,Male,Operations,Executive,MCA,Pune,2020-12-31,7,MGR011,2026-08-01,Present,10:17,20:03,64,9.0,Yes,Failed,Success,Yes,Night,1.8,No,,2,19,Pending,8.1,7.9,3.9,142097,2847,7866,137078,89,65,75,4,21,SAP,11,57,Neutral,No,71,6,Medium,Leave,Attrition,2026-12-31,9
EMP01102,Employee_1102,33,Male,Operations,Executive,MCA,Hyderabad,2022-10-07,2,MGR012,2026-08-01,WFH,09:07,18:42,0,9.7,Yes,Verified,Success,Yes,Morning,1.7,No,,10,17,Rejected,6.4,6.3,5.6,80319,1983,1362,80940,69,55,56,5,43,Python,56,95,Positive,No,73,32,Low,Performance,Payroll,2026-10-07,8
EMP01109,Employee_1109,27,Female,Finance,Specialist,Bachelor,Delhi,2023-05-13,3,MGR050,2026-08-01,Present,09:43,19:37,0,8.0,Yes,Failed,Success,Yes,Morning,4.5,No,Casual,16,11,Approved,6.3,6.4,4.1,43293,9115,8044,44364,89,70,83,4,7,SAP,79,72,Positive,No,36,6,Medium,,,2026-05-13,9
EMP01227,Employee_1227,55,Male,Marketing,Analyst,Bachelor,Bhubaneswar,2023-05-17,13,MGR032,2026-08-01,Present,09:29,19:40,0,9.3,Yes,Verified,Failed,Yes,Morning,2.5,No,Casual,1,1,Rejected,6.5,4.8,3.9,68686,14400,2163,80923,86,70,72,3,58,Excel,27,89,Neutral,No,81,99,High,Late,Attrition,2026-05-17,7
EMP00083,Employee_83,23,Male,Operations,Manager,B.Tech,Pune,2022-04-17,17,MGR062,2026-08-01,Present,09:17,19:08,0,8.3,Yes,Failed,Failed,Yes,Morning,3.6,Yes,Earned,5,25,Rejected,7.1,6.2,4.9,61681,14614,2435,73860,86,72,70,4,49,Java,23,41,Neutral,No,86,28,Low,Leave,,2026-04-17,8
EMP01289,Employee_1289,50,Male,HR,Specialist,MCA,Bhubaneswar,2024-10-24,13,MGR009,2026-08-01,Present,09:47,19:45,0,8.3,Yes,Verified,Success,Yes,Evening,1.2,No,Sick,1,18,Pending,7.3,6.1,3.8,65574,17653,6508,76719,94,48,79,4,30,Excel,82,80,Negative,No,23,81,High,,Payroll,2026-10-24,7
EMP00677,Employee_677,46,Male,HR,Executive,B.Tech,Hyderabad,2019-09-07,17,MGR006,2026-08-01,Present,10:21,20:52,71,7.8,Yes,Verified,Success,Yes,Night,3.1,No,Casual,7,0,Approved,6.0,7.2,4.0,62000,5217,6355,60862,60,97,79,3,22,SAP,96,64,Neutral,No,85,71,High,Late,Payroll,2026-09-07,6
EMP01921,Employee_1921,54,Male,Sales,Executive,MBA,Delhi,2020-10-09,9,MGR058,2026-08-01,Present,10:54,18:29,69,9.0,Yes,Verified,Success,Yes,Night,3.8,Yes,Sick,4,20,Pending,7.4,6.4,4.9,68456,16610,4490,80576,89,80,74,5,26,Excel,60,47,Negative,No,19,76,Low,Leave,,2026-10-09,8
EMP01047,Employee_1047,26,Female,Sales,Engineer,B.Tech,Pune,2019-07-08,18,MGR055,2026-08-01,Present,08:43,18:32,0,9.7,Yes,Failed,Success,Yes,Evening,4.9,No,Earned,14,21,Pending,7.7,6.8,5.3,55101,10885,846,65140,90,49,100,3,17,Python,5,75,Negative,No,92,15,Low,,,2026-07-08,12
EMP00771,Employee_771,42,Female,Support,Manager,MBA,Pune,2021-12-01,3,MGR051,2026-08-01,Present,09:14,18:32,0,8.9,Yes,Verified,Success,Yes,Evening,2.8,Yes,,8,26,Pending,6.4,5.6,7.1,105802,15415,1803,119414,54,82,92,2,68,AWS,91,67,Positive,No,50,16,Low,,Attrition,2026-12-01,7
EMP01947,Employee_1947,31,Male,IT,Manager,Master,Pune,2022-10-17,10,MGR042,2026-08-01,Present,08:08,19:44,0,7.1,Yes,Failed,Success,Yes,Night,3.3,No,,4,20,Approved,8.8,7.4,5.8,114583,6866,9055,112394,84,68,59,3,5,HRMS,78,65,Neutral,No,66,63,Medium,Performance,Attrition,2026-10-17,9
EMP01281,Employee_1281,28,Female,Support,Executive,MCA,Hyderabad,2018-06-04,16,MGR012,2026-08-01,Absent,10:54,20:03,72,7.0,Yes,Verified,Success,Yes,Night,3.0,Yes,Casual,4,22,Approved,6.4,5.8,7.0,131609,2503,2158,131954,71,63,90,5,49,SAP,31,51,Positive,No,80,93,High,Late,Attrition,2026-06-04,9
EMP01581,Employee_1581,38,Female,Sales,Manager,MCA,Chennai,2024-08-27,19,MGR020,2026-08-01,WFH,08:01,19:27,0,9.6,Yes,Verified,Success,Yes,Night,0.0,Yes,Earned,5,9,Approved,7.1,7.8,5.0,61451,10390,7415,64426,61,46,68,5,50,Excel,6,71,Positive,No,93,7,High,Leave,Compliance,2026-08-27,1
EMP01489,Employee_1489,34,Male,Operations,Engineer,Bachelor,Bhubaneswar,2020-11-30,5,MGR042,2026-08-01,Absent,09:43,18:02,0,7.8,Yes,Failed,Success,Yes,Evening,5.0,No,,0,24,Pending,6.3,7.7,7.9,113016,18049,2097,128968,100,63,64,2,29,SQL,97,44,Neutral,No,61,37,High,Late,Payroll,2026-11-30,7
EMP00405,Employee_405,23,Female,IT,Executive,Master,Hyderabad,2023-05-27,2,MGR007,2026-08-01,Present,09:54,19:24,0,7.6,Yes,Verified,Success,Yes,Night,0.0,No,Sick,17,14,Approved,8.4,7.0,6.2,147871,6873,7753,146991,92,60,98,4,72,Power BI,0,95,Positive,No,42,53,Low,Performance,Payroll,2026-05-27,3
EMP01728,Employee_1728,48,Female,Sales,Engineer,MCA,Bhubaneswar,2019-08-04,12,MGR006,2026-08-01,WFH,08:57,18:31,0,9.0,Yes,Verified,Failed,Yes,Morning,1.4,No,Sick,14,22,Pending,7.2,7.8,4.8,78752,12690,5515,85927,77,66,72,3,60,SQL,53,56,Positive,No,30,20,Medium,,Compliance,2026-08-04,4
EMP01299,Employee_1299,45,Female,Marketing,Executive,B.Tech,Chennai,2020-04-03,16,MGR004,2026-08-01,Present,09:01,19:37,0,8.1,Yes,Verified,Success,Yes,Morning,1.6,Yes,,20,5,Approved,7.5,5.5,5.7,71095,18884,2990,86989,94,66,92,2,2,Java,60,95,Positive,No,89,19,High,,Compliance,2026-04-03,4
EMP01341,Employee_1341,30,Female,IT,Engineer,B.Tech,Bhubaneswar,2019-01-18,11,MGR005,2026-08-01,Present,09:29,20:18,0,8.7,Yes,Verified,Failed,Yes,Evening,1.0,Yes,Casual,1,18,Approved,7.0,7.4,6.8,123908,2832,863,125877,71,92,98,3,35,SAP,48,54,Positive,No,65,77,Low,Leave,Payroll,2026-01-18,6
EMP00105,Employee_105,24,Female,Sales,Executive,MBA,Delhi,2019-02-24,1,MGR002,2026-08-01,Present,10:12,20:55,77,9.3,Yes,Verified,Success,Yes,Night,5.2,No,Casual,17,24,Rejected,8.9,5.2,3.1,56142,16741,4712,68171,93,44,61,5,22,SQL,48,42,Neutral,No,45,71,Medium,Late,Compliance,2026-02-24,10
EMP00689,Employee_689,33,Female,Marketing,Engineer,Bachelor,Chennai,2024-05-30,17,MGR003,2026-08-01,Present,08:56,18:00,0,9.3,Yes,Verified,Failed,Yes,Morning,0.7,Yes,Casual,11,25,Pending,8.4,7.6,5.9,48744,5310,3720,50334,77,48,66,3,73,SAP,46,55,Neutral,No,91,36,Low,Leave,Attrition,2026-05-30,12
EMP01306,Employee_1306,37,Male,IT,Coordinator,MCA,Bangalore,2020-03-12,10,MGR039,2026-08-01,Present,09:51,19:34,0,8.7,Yes,Verified,Failed,Yes,Night,2.2,Yes,,8,12,Rejected,6.4,7.8,5.6,107341,2789,5873,104257,96,56,71,5,70,Python,22,99,Negative,No,48,44,Medium,,Attrition,2026-03-12,10
EMP00827,Employee_827,41,Female,Finance,Specialist,B.Tech,Chennai,2023-02-21,19,MGR048,2026-08-01,Present,08:58,20:42,0,9.7,Yes,Verified,Success,Yes,Evening,5.0,No,Sick,15,11,Approved,8.7,5.3,5.9,92042,15099,1161,105980,94,80,74,3,17,SQL,56,47,Neutral,No,75,46,Medium,,Compliance,2026-02-21,10
EMP00063,Employee_63,51,Female,HR,Analyst,MBA,Delhi,2023-08-10,18,MGR005,2026-08-01,Present,09:54,19:01,0,9.9,Yes,Failed,Success,Yes,Night,1.9,No,,3,9,Approved,7.7,6.3,7.1,55115,6927,9286,52756,93,97,84,2,42,HRMS,96,87,Positive,No,20,64,High,Leave,,2026-08-10,2
EMP00853,Employee_853,32,Male,Operations,Engineer,MBA,Delhi,2022-03-21,14,MGR035,2026-08-01,Present,09:38,18:27,0,9.0,Yes,Verified,Success,Yes,Night,0.8,Yes,,11,19,Approved,6.9,6.1,4.4,111089,15112,3356,122845,96,41,97,5,56,Excel,95,49,Neutral,No,49,38,Medium,Late,Attrition,2026-03-21,9
EMP01354,Employee_1354,42,Male,IT,Manager,B.Tech,Pune,2020-04-04,16,MGR021,2026-08-01,WFH,10:49,20:38,77,9.9,Yes,Verified,Success,Yes,Evening,4.3,No,Sick,5,19,Rejected,6.4,4.0,6.7,42884,8153,5007,46030,64,93,94,3,78,Python,14,52,Positive,No,91,59,High,Performance,,2026-04-04,10
EMP00224,Employee_224,42,Male,Operations,Coordinator,Bachelor,Bangalore,2020-09-04,3,MGR022,2026-08-01,Present,09:02,19:32,0,7.3,Yes,Verified,Success,Yes,Night,3.3,Yes,Casual,2,29,Rejected,7.2,5.7,3.4,80270,915,238,80947,56,62,70,2,22,Python,51,81,Neutral,No,11,49,Low,Performance,Compliance,2026-09-04,2
EMP00146,Employee_146,49,Female,IT,Specialist,MBA,Bangalore,2018-05-10,3,MGR048,2026-08-01,Present,09:49,18:58,0,7.3,Yes,Failed,Success,Yes,Evening,1.9,Yes,Casual,13,10,Pending,8.2,6.1,6.7,90149,7787,6088,91848,59,89,56,2,66,Power BI,26,86,Positive,No,68,49,High,,,2026-05-10,5
EMP01089,Employee_1089,41,Female,Operations,Manager,B.Tech,Hyderabad,2022-03-20,15,MGR031,2026-08-01,Present,08:44,18:23,0,10.0,Yes,Failed,Failed,Yes,Evening,5.7,Yes,Earned,16,24,Rejected,7.4,4.4,4.6,26794,8987,1744,34037,99,63,59,3,46,Excel,9,82,Negative,No,71,40,Low,Leave,,2026-03-20,10
EMP00374,Employee_374,44,Female,Support,Engineer,B.Tech,Chennai,2019-08-14,12,MGR072,2026-08-01,Present,09:28,19:06,0,9.8,Yes,Verified,Success,Yes,Morning,2.6,No,Sick,0,5,Rejected,6.4,7.8,2.7,110411,13809,1289,122931,70,75,80,2,47,Power BI,40,93,Negative,No,58,70,Low,Performance,Payroll,2026-08-14,7
EMP01421,Employee_1421,35,Male,Marketing,Specialist,MCA,Chennai,2023-03-19,11,MGR009,2026-08-01,Present,09:07,18:40,0,9.3,Yes,Failed,Failed,Yes,Evening,3.4,No,Casual,6,17,Rejected,7.4,4.6,5.3,73718,18135,2459,89394,79,64,78,3,68,Power BI,31,65,Positive,No,91,70,High,Leave,Compliance,2026-03-19,3
EMP01143,Employee_1143,34,Male,Operations,Engineer,MCA,Hyderabad,2020-04-17,19,MGR038,2026-08-01,Present,09:59,19:34,0,9.2,Yes,Failed,Success,Yes,Evening,2.5,Yes,Earned,14,6,Rejected,8.2,4.5,5.1,92385,658,6789,86254,54,80,56,2,9,Power BI,50,59,Negative,No,29,12,High,,Payroll,2026-04-17,5
EMP01827,Employee_1827,56,Female,Support,Manager,Bachelor,Bhubaneswar,2024-04-19,2,MGR016,2026-08-01,Present,09:01,18:22,0,7.1,Yes,Verified,Success,Yes,Evening,0.3,No,Sick,1,23,Approved,7.4,7.7,4.7,117803,4989,8438,114354,55,81,67,2,8,Python,39,98,Neutral,No,27,66,High,Performance,Attrition,2026-04-19,5
EMP01495,Employee_1495,36,Female,Sales,Manager,MCA,Chennai,2024-05-10,2,MGR010,2026-08-01,Present,08:46,20:16,0,9.0,Yes,Verified,Failed,Yes,Night,2.9,Yes,Casual,2,4,Approved,6.6,6.9,6.1,139497,9681,5611,143567,90,76,68,3,35,SAP,100,91,Negative,No,48,68,Medium,Leave,Attrition,2026-05-10,10
EMP01602,Employee_1602,44,Male,HR,Engineer,MCA,Bhubaneswar,2020-04-20,8,MGR031,2026-08-01,Present,09:10,20:27,0,8.6,Yes,Verified,Success,Yes,Evening,2.6,No,Sick,6,12,Pending,7.2,6.4,6.9,34089,8974,5523,37540,82,89,92,5,25,HRMS,30,53,Positive,No,14,72,Medium,,Attrition,2026-04-20,9
EMP01271,Employee_1271,31,Female,Finance,Analyst,Master,Hyderabad,2019-02-03,7,MGR032,2026-08-01,Present,09:47,20:46,0,9.9,Yes,Failed,Success,Yes,Morning,4.4,Yes,Casual,7,10,Pending,8.1,5.8,6.6,50318,13115,4849,58584,88,44,68,3,74,AWS,73,88,Neutral,No,70,5,Low,,Attrition,2026-02-03,1
EMP00010,Employee_10,23,Female,IT,Coordinator,Master,Chennai,2019-09-03,3,MGR046,2026-08-01,Present,10:56,19:39,61,9.2,Yes,Verified,Success,Yes,Morning,6.2,No,,11,5,Rejected,8.8,7.1,4.5,81333,4176,685,84824,92,95,97,3,31,Java,20,90,Negative,Yes,23,48,Low,Performance,Compliance,2026-09-03,4
EMP00450,Employee_450,54,Male,Sales,Manager,B.Tech,Bangalore,2021-06-02,6,MGR071,2026-08-01,Present,10:01,20:10,62,9.3,Yes,Verified,Failed,Yes,Night,4.6,Yes,Earned,1,5,Approved,8.7,5.9,3.9,121769,265,1472,120562,97,63,85,5,80,Java,61,48,Neutral,No,29,73,Low,Leave,Compliance,2026-06-02,10
EMP00709,Employee_709,37,Female,Support,Executive,Master,Bhubaneswar,2021-11-01,5,MGR025,2026-08-01,Present,08:02,18:44,0,8.6,Yes,Verified,Failed,Yes,Night,1.5,No,Sick,19,8,Approved,8.5,6.9,5.3,67293,18273,1093,84473,70,54,56,3,40,HRMS,27,89,Positive,No,87,31,Low,Performance,Attrition,2026-11-01,9
EMP00256,Employee_256,34,Male,Finance,Specialist,B.Tech,Bangalore,2022-09-24,3,MGR008,2026-08-01,Absent,10:23,18:18,78,8.4,Yes,Failed,Success,Yes,Morning,0.0,Yes,Casual,7,1,Rejected,6.4,7.8,6.2,55827,11852,46,67633,74,86,51,2,54,AWS,6,84,Positive,No,94,74,Low,Performance,Compliance,2026-09-24,1
EMP00883,Employee_883,50,Male,Operations,Executive,MCA,Pune,2023-04-22,10,MGR056,2026-08-01,Present,10:03,19:05,78,8.9,Yes,Failed,Failed,Yes,Night,3.5,Yes,Casual,11,19,Approved,6.7,6.9,7.5,78725,1038,3042,76721,63,76,57,3,16,Excel,62,69,Neutral,No,56,76,High,Leave,,2026-04-22,12
EMP00390,Employee_390,48,Male,Support,Specialist,Master,Chennai,2021-06-08,9,MGR025,2026-08-01,Present,09:23,20:34,0,8.7,Yes,Verified,Success,Yes,Night,3.8,Yes,,10,23,Rejected,8.6,6.6,3.2,61506,8647,9793,60360,100,80,71,5,23,SAP,47,55,Neutral,No,71,91,Medium,Performance,Payroll,2026-06-08,3
EMP00909,Employee_909,44,Female,IT,Coordinator,MCA,Chennai,2024-04-24,14,MGR037,2026-08-01,Present,08:50,20:39,0,7.5,Yes,Verified,Success,Yes,Evening,6.7,No,,4,13,Pending,8.2,7.5,6.3,71412,3936,3353,71995,76,80,80,2,24,AWS,69,47,Negative,No,26,93,Low,Performance,Attrition,2026-04-24,5
EMP00925,Employee_925,35,Female,Support,Manager,MCA,Bhubaneswar,2019-02-12,10,MGR004,2026-08-01,Present,08:31,18:31,0,9.6,Yes,Verified,Success,Yes,Morning,1.1,No,Casual,10,13,Rejected,7.5,6.0,6.9,113149,7549,7026,113672,52,85,62,2,22,Excel,81,92,Negative,No,24,17,High,,Attrition,2026-02-12,2
EMP01704,Employee_1704,27,Female,Support,Analyst,Master,Bangalore,2024-10-20,6,MGR044,2026-08-01,Absent,09:58,20:26,0,7.0,Yes,Verified,Failed,Yes,Evening,6.4,No,Casual,15,5,Rejected,8.3,7.9,2.1,31440,15839,708,46571,92,59,68,2,27,HRMS,2,91,Negative,Yes,44,68,High,Leave,Attrition,2026-10-20,12
EMP01233,Employee_1233,34,Female,HR,Manager,MCA,Bangalore,2021-07-31,16,MGR053,2026-08-01,Present,09:31,20:03,0,7.5,Yes,Verified,Success,Yes,Evening,3.8,Yes,Casual,12,16,Rejected,6.2,7.8,2.0,131294,15244,4423,142115,90,94,81,3,49,Excel,37,57,Positive,No,36,35,High,Performance,,2026-07-31,3
EMP00461,Employee_461,22,Female,IT,Manager,MCA,Delhi,2021-02-02,11,MGR058,2026-08-01,Present,09:27,20:16,0,8.5,Yes,Verified,Success,Yes,Night,1.9,Yes,Sick,5,6,Rejected,8.4,7.1,5.6,117283,6440,406,123317,60,92,78,2,32,HRMS,50,67,Positive,No,20,45,High,,Compliance,2026-02-02,3
EMP01270,Employee_1270,49,Male,Finance,Manager,MBA,Bangalore,2024-09-13,9,MGR062,2026-08-01,Present,10:52,18:04,61,8.0,Yes,Verified,Failed,Yes,Morning,3.8,Yes,,0,17,Approved,8.5,5.3,4.7,63314,2299,3648,61965,100,78,50,3,57,Python,55,69,Neutral,No,93,54,High,Late,,2026-09-13,4
EMP01760,Employee_1760,32,Male,Operations,Manager,Bachelor,Bhubaneswar,2019-01-25,18,MGR074,2026-08-01,Present,08:38,20:46,0,8.4,Yes,Verified,Failed,Yes,Morning,5.5,No,,2,2,Rejected,6.2,7.5,7.7,83056,8937,5449,86544,70,41,92,2,38,SQL,21,92,Positive,No,53,7,Low,,Compliance,2026-01-25,9
EMP01169,Employee_1169,57,Female,Sales,Manager,Master,Bangalore,2024-07-30,18,MGR007,2026-08-01,Present,09:24,18:42,0,9.9,Yes,Verified,Success,Yes,Evening,3.0,Yes,Casual,9,19,Approved,7.8,7.5,2.1,108587,6603,5537,109653,50,41,100,2,70,Java,13,65,Positive,No,58,62,Medium,,,2026-07-30,12
EMP00959,Employee_959,53,Male,Support,Specialist,MCA,Delhi,2021-11-20,14,MGR004,2026-08-01,Present,08:17,18:19,0,9.8,Yes,Verified,Success,Yes,Morning,1.1,Yes,Earned,19,15,Approved,8.0,4.7,6.1,121665,8085,3016,126734,94,84,65,3,16,SAP,60,80,Negative,No,38,62,Medium,Leave,Payroll,2026-11-20,5
EMP00502,Employee_502,36,Female,IT,Analyst,Master,Bhubaneswar,2020-02-04,2,MGR047,2026-08-01,Present,09:33,19:25,0,7.1,Yes,Failed,Success,Yes,Evening,4.4,No,Earned,1,29,Rejected,7.7,5.1,4.0,94681,7728,3684,98725,79,65,87,4,34,AWS,25,63,Positive,No,65,47,High,Performance,Payroll,2026-02-04,7
EMP00740,Employee_740,27,Female,Marketing,Engineer,MBA,Bangalore,2022-03-15,3,MGR055,2026-08-01,Absent,09:39,20:11,0,8.6,Yes,Failed,Success,Yes,Night,2.4,No,Earned,2,8,Pending,7.3,5.4,6.7,100050,9087,4897,104240,87,97,52,3,61,Python,46,60,Neutral,No,88,33,High,Late,Payroll,2026-03-15,4
EMP01850,Employee_1850,47,Female,IT,Coordinator,MCA,Hyderabad,2018-08-10,12,MGR013,2026-08-01,Present,09:58,19:41,0,9.4,Yes,Failed,Failed,Yes,Night,2.7,Yes,Casual,16,6,Approved,8.3,4.5,4.5,107123,16285,1085,122323,51,92,62,3,6,Power BI,86,88,Negative,No,57,51,Low,,,2026-08-10,5
EMP00869,Employee_869,34,Female,Marketing,Manager,MCA,Bangalore,2023-08-13,3,MGR048,2026-08-01,Present,09:45,18:25,0,7.4,Yes,Failed,Failed,Yes,Morning,5.6,No,Sick,1,22,Approved,6.8,7.8,3.3,66078,6802,1183,71697,90,92,57,5,1,HRMS,10,57,Neutral,No,55,18,High,Performance,Payroll,2026-08-13,6
EMP00732,Employee_732,54,Female,Operations,Executive,MBA,Pune,2021-12-22,19,MGR080,2026-08-01,Present,09:04,18:24,0,9.0,Yes,Verified,Success,Yes,Night,1.9,Yes,Casual,4,26,Rejected,6.1,4.4,2.6,92478,18312,8063,102727,96,95,62,3,71,HRMS,1,99,Neutral,No,71,75,Medium,Performance,,2026-12-22,10
EMP00540,Employee_540,26,Female,HR,Analyst,MBA,Bhubaneswar,2021-07-04,16,MGR007,2026-08-01,Present,08:38,18:16,0,8.3,Yes,Verified,Success,Yes,Evening,6.1,Yes,Sick,12,20,Approved,7.1,4.6,4.6,90844,10737,8015,93566,83,86,97,2,37,SQL,59,47,Neutral,Yes,84,38,High,Performance,Compliance,2026-07-04,5
EMP01202,Employee_1202,41,Female,Sales,Coordinator,MBA,Bhubaneswar,2021-07-23,4,MGR008,2026-08-01,Present,08:01,20:40,0,8.9,Yes,Verified,Success,Yes,Night,8.2,No,Earned,11,6,Rejected,7.3,5.3,6.7,112802,8533,848,120487,64,47,70,3,68,Java,48,59,Positive,No,86,100,Medium,Leave,Compliance,2026-07-23,9
EMP00698,Employee_698,49,Male,Support,Engineer,MCA,Bhubaneswar,2024-07-22,13,MGR019,2026-08-01,Present,08:05,20:03,0,9.2,Yes,Verified,Success,Yes,Night,4.4,Yes,Casual,14,3,Rejected,7.6,5.6,7.4,76095,11132,1052,86175,100,60,78,3,27,SAP,55,89,Neutral,No,24,98,Low,Leave,Compliance,2026-07-22,10
EMP01393,Employee_1393,56,Female,Operations,Engineer,MCA,Bhubaneswar,2023-12-17,10,MGR061,2026-08-01,Present,08:55,18:58,0,7.3,Yes,Verified,Success,Yes,Morning,2.9,No,Earned,17,17,Approved,7.7,4.2,4.9,29112,1625,5903,24834,89,98,95,2,35,SQL,36,96,Negative,No,76,14,Medium,,Payroll,2026-12-17,5
